Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_19507,EPI153407 | A/Texas/AF1629/2008,a/texas/af1629/2008,A / H3N2,,North America / United States / Texas,Human,Unknown user,Other Database Import,,,,,AF1629,2/1/08
EPI_ISL_19461,EPI153361 | A/South_Dakota/AF1583/2008,a/south-dakota/af1583/2008,A / H3N2,,North America / United States / South Dakota,Human,Unknown user,Other Database Import,,,,,AF1583,3/24/08
EPI_ISL_19453,EPI153353 | A/South_Carolina/AF1575/2008,a/south-carolina/af1575/2008,A / H3N2,,North America / United States / South Carolina,Human,Unknown user,Other Database Import,,,,,AF1575,3/27/08
EPI_ISL_19431,EPI153331 | A/Qatar/AF1553/2008,a/qatar/af1553/2008,A / H3N2,,Asia / Qatar,Human,Unknown user,Other Database Import,,,,,AF1553,3/24/08
EPI_ISL_19415,EPI153315 | A/Oklahoma/AF1537/2008,a/oklahoma/af1537/2008,A / H3N2,,North America / United States / Oklahoma,Human,Unknown user,Other Database Import,,,,,AF1537,2/12/08
EPI_ISL_19404,EPI153304 | A/North_Carolina/AF1526/2008,a/north-carolina/af1526/2008,A / H3N2,,North America / United States / North Carolina,Human,Unknown user,Other Database Import,,,,,AF1526,1/28/08
EPI_ISL_19394,EPI153294 | A/Nevada/AF1515/2008,a/nevada/af1515/2008,A / H3N2,,North America / United States / Nevada,Human,Unknown user,Other Database Import,,,,,AF1515,2/8/08
EPI_ISL_19393,EPI153293 | A/Nevada/AF1514/2008,a/nevada/af1514/2008,A / H3N2,,North America / United States / Nevada,Human,Unknown user,Other Database Import,,,,,AF1514,1/30/08
EPI_ISL_19390,EPI153290 | A/Nebraska/AF1511/2008,a/nebraska/af1511/2008,A / H3N2,,North America / United States / Nebraska,Human,Unknown user,Other Database Import,,,,,AF1511,3/20/08
EPI_ISL_19320,EPI153220 | A/Illinois/AF1441/2008,a/illinois/af1441/2008,A / H3N2,,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,AF1441,2/6/08
EPI_ISL_19315,EPI153215 | A/Illinois/AF1436/2008,a/illinois/af1436/2008,A / H3N2,,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,AF1436,2/4/08
EPI_ISL_19313,EPI153213 | A/Illinois/AF1434/2008,a/illinois/af1434/2008,A / H3N2,,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,AF1434,1/31/08
EPI_ISL_19312,EPI153212 | A/Illinois/AF1433/2008,a/illinois/af1433/2008,A / H3N2,,North America / United States / Illinois,Human,Unknown user,Other Database Import,,,,,AF1433,1/31/08
EPI_ISL_19302,EPI153202 | A/Colorado/AF1414/2008,a/colorado/af1414/2008,A / H3N2,,North America / United States / Colorado,Human,Unknown user,Other Database Import,,,,,AF1414,2/12/08
EPI_ISL_19297,EPI153197 | A/Colorado/AF1409/2008,a/colorado/af1409/2008,A / H3N2,,North America / United States / Colorado,Human,Unknown user,Other Database Import,,,,,AF1409,2/4/08
EPI_ISL_19292,EPI153192 | A/California/AF1404/2008,a/california/af1404/2008,A / H3N2,,North America / United States / California,Human,Unknown user,Other Database Import,,,,,AF1404,3/18/08
EPI_ISL_19288,EPI153188 | A/California/AF1400/2008,a/california/af1400/2008,A / H3N2,,North America / United States / California,Human,Unknown user,Other Database Import,,,,,AF1400,2/10/08
EPI_ISL_19262,EPI153162 | A/Arkansas/AF1374/2008,a/arkansas/af1374/2008,A / H3N2,,North America / United States / Arkansas,Human,Unknown user,Other Database Import,,,,,AF1374,2/6/08
EPI_ISL_19260,EPI153160 | A/Arkansas/AF1372/2008,a/arkansas/af1372/2008,A / H3N2,,North America / United States / Arkansas,Human,Unknown user,Other Database Import,,,,,AF1372,2/4/08
EPI_ISL_19254,EPI153154 | A/Arizona/AF1366/2008,a/arizona/af1366/2008,A / H3N2,,North America / United States / Arizona,Human,Unknown user,Other Database Import,,,,,AF1366,2/7/08
EPI_ISL_19248,EPI153148 | A/Alabama/AF1360/2008,a/alabama/af1360/2008,A / H3N2,,North America / United States / Alabama,Human,Unknown user,Other Database Import,,,,,AF1360,2/13/08
EPI_ISL_19245,EPI153145 | A/Alabama/AF1357/2008,a/alabama/af1357/2008,A / H3N2,,North America / United States / Alabama,Human,Unknown user,Other Database Import,,,,,AF1357,2/6/08
EPI_ISL_19238,EPI153138 | A/Alabama/AF1350/2008,a/alabama/af1350/2008,A / H3N2,,North America / United States / Alabama,Human,Unknown user,Other Database Import,,,,,AF1350,1/30/08
EPI_ISL_19057,EPI152617 | A/Wisconsin/02/2008,a/wisconsin/02/2008,A / H3N2,,North America / United States / Wisconsin,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,,,,,2,1/31/08
EPI_ISL_19053,EPI152591 | A/Georgia/02/2008,a/georgia/02/2008,A / H3N2,,North America / United States / Georgia,Human,"Rebecca Garten (Centers for Disease Control and Prevention / WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division)",Centers for Disease Control and Prevention,,,,,2,1/22/08
EPI_ISL_15788,EPI137340 | A/Kuwait/AF1167/2008,a/kuwait/af1167/2008,A / H3N2,,Asia / Kuwait,Human,Unknown user,Other Database Import,,,,,AF1167,2/1/08
EPI_ISL_15778,EPI137320 | A/Mississippi/AF1157/2008,a/mississippi/af1157/2008,A / H3N2,,North America / United States / Mississippi,Human,Unknown user,Other Database Import,,,,,AF1157,2/7/08
EPI_ISL_15772,EPI137308 | A/Mississippi/AF1151/2008,a/mississippi/af1151/2008,A / H3N2,,North America / United States / Mississippi,Human,Unknown user,Other Database Import,,,,,AF1151,2/5/08
EPI_ISL_15328,EPI132943 | A/USA/AF1140/2008,a/usa/af1140/2008,A / H3N2,,North America / United States / Nebraska,Human,Unknown user,Other Database Import,,,,,AF1140,1/24/08
EPI_ISL_15321,EPI132929 | A/USA/AF1131/2008,a/usa/af1131/2008,A / H3N2,,North America / United States / Arkansas,Human,Unknown user,Other Database Import,,,,,AF1131,1/14/08
EPI_ISL_15307,EPI132901 | A/USA/AF1112/2008,a/usa/af1112/2008,A / H3N2,,North America / United States / Texas,Human,Unknown user,Other Database Import,,,,,AF1112,1/15/08
EPI_ISL_15297,EPI132881 | A/USA/AF1099/2008,a/usa/af1099/2008,A / H3N2,,North America / United States / Alaska,Human,Unknown user,Other Database Import,,,,,AF1099,1/17/08
EPI_ISL_279381,EPI1067443 | A/Nicaragua/5891_01/2010,a/nicaragua/5891-01/2010,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Puri,V.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Alanis,R.; Balmaseda,A.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Gordon,A.",,,,6/6/10
EPI_ISL_278388,EPI1061752 | A/Korea/KUMC-GR159/2011,a/korea/kumc-gr159/2011,A / H3N2,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Kim,J.-K.; Song,E.-J.",,,,12/1/11
EPI_ISL_244588,EPI895383 | A/Jordan/B1378/2011,a/jordan/b1378/2011,A / H3N2,,Asia / Jordan,Human,Initial import,Other Database Import,,"El Shesheny,R.; Halasa,N.B.; Kayali,G.; Khuri-Bulos,N.",,,,12/28/11
EPI_ISL_244575,EPI895370 | A/Jordan/B1129/2011,a/jordan/b1129/2011,A / H3N2,,Asia / Jordan,Human,Initial import,Other Database Import,,"El Shesheny,R.; Halasa,N.B.; Kayali,G.; Khuri-Bulos,N.",,,,1/27/11
EPI_ISL_235367,EPI843379 | A/Thailand/1552AN015808_CP2/2010,a/thailand/1552an015808-cp2/2010,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Maljkovic Berry,I.; Melendrez,M.C.; Li,T.; Hawksworth,A.W.; Brice,G.T.; Blair,P.J.; Halsey,E.S.; Williams,M.; Fernandez,S.; Yoon,I.-K.; Edwards,L.D.; Kuschner,R.; Lin,X.; Thomas,S.J.; Jarman,R.G.",,,,11/1/10
EPI_ISL_235295,EPI842520 | A/Iquitos/CFI1510/2011,a/iquitos/cfi1510/2011,A / H3N2,,South America / Peru,Human,Initial import,Other Database Import,,"Maljkovic Berry,I.; Melendrez,M.C.; Li,T.; Hawksworth,A.W.; Brice,G.T.; Blair,P.J.; Halsey,E.S.; Williams,M.; Fernandez,S.; Yoon,I.-K.; Edwards,L.D.; Kuschner,R.; Lin,X.; Thomas,S.J.; Jarman,R.G.; Wlliams,M.; Gomez,J.L.; Sanchez,F.; Lorenzana,I.; Laguna-Torres,A.V.",,,,11/30/11
EPI_ISL_235283,EPI842629 | A/Bangkok/FLU_PMKA1480/2011,a/bangkok/flu-pmka1480/2011,A / H3N2,,Asia / Thailand / Bangkok,Human,Initial import,Other Database Import,,"Maljkovic Berry,I.; Melendrez,M.C.; Li,T.; Hawksworth,A.W.; Brice,G.T.; Blair,P.J.; Halsey,E.S.; Williams,M.; Fernandez,S.; Yoon,I.-K.; Edwards,L.D.; Kuschner,R.; Lin,X.; Thomas,S.J.; Jarman,R.G.; Yoon,I.K.; Klungthong,C.; Chinnawirotpisan,P.",,,,8/10/11
EPI_ISL_235264,EPI842710 | A/Bhutan/FLU_BTD_SV0023_CP2/2009,a/bhutan/flu-btd-sv0023-cp2/2009,A / H3N2,,Asia / Bhutan,Human,Initial import,Other Database Import,,"Maljkovic Berry,I.; Melendrez,M.C.; Li,T.; Hawksworth,A.W.; Brice,G.T.; Blair,P.J.; Halsey,E.S.; Williams,M.; Fernandez,S.; Yoon,I.-K.; Edwards,L.D.; Kuschner,R.; Lin,X.; Thomas,S.J.; Jarman,R.G.; Yoon,I.K.; Klungthong,C.; Chinnawirotpisan,P.",,,,1/15/09
EPI_ISL_234878,EPI839751 | A/USA/151-3T/2011,a/usa/151-3t/2011,A / H3N2,,North America / United States,Human,Initial import,Other Database Import,,"Yates,P.J.; Raimonde,D.S.; Zhao,H.H.; Man,C.Y.; Steel,H.M.; Mehta,N.; Peppercorn,A.F.; Nalini,N.",,,,3/26/11
EPI_ISL_234728,EPI839567 | A/France/3237-3T/2011,a/france/3237-3t/2011,A / H3N2,,Europe / France,Human,Initial import,Other Database Import,,"Yates,P.J.; Raimonde,D.S.; Zhao,H.H.; Man,C.Y.; Steel,H.M.; Mehta,N.; Peppercorn,A.F.; Nalini,N.",,,,1/13/11
EPI_ISL_226130,EPI781706 | A/Kenya/212/2010,a/kenya/212/2010,A / H3N2,,Africa / Kenya,Human,Initial import,Other Database Import,,"Wadegu,M.O.; Majanja,J.M.; Mukunzi,S.O.; Osuna,F.A.; Opot,B.H.; Achilla,R.A.; Coldren,R.; Bulimo,W.D.",,,,2010
EPI_ISL_220845,EPI755702 | A/Athens.GR/82/2009,a/athens-gr/82/2009,A / H3N2,,Europe / Greece / Nomos Attica,Human,Thanos Kossyvakis (Hellenic Pasteur Institute),Hellenic Pasteur Institute,,"Athanasios, Kossyvakis; Kyriaki, Tryfinopoulou; Vasiliki, Pogka; Antonios, Kalliaropoulos; Emmanouil, Antalis ; Theodoros, Lytras; Alexios-Fotios A, Mentis; Adam, Meijer; Sotirios, Tsiodras; Petros, Karakitsos; Andreas F, Mentis",,Hellenic Pasteur Institute,,1/26/09
EPI_ISL_208804,EPI703380 | A/Thailand/SR08183/2011,a/thailand/sr08183/2011,A / H3N2,,Asia / Thailand / Nan,Human,Initial import,Other Database Import,,"Khemnu,N.; Gaywee,J.; Bodhidatta,L.; Wacharapluesadee,S.; Sirisopana,N.; Swierczewski,B.E.; Mason,C.J.",,,,6/17/11
EPI_ISL_208798,EPI703332 | A/Thailand/MR07161/2008,a/thailand/mr07161/2008,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Khemnu,N.; Gaywee,J.; Bodhidatta,L.; Wacharapluesadee,S.; Sirisopana,N.; Swierczewski,B.E.; Mason,C.J.",,,,7/30/08
EPI_ISL_208785,EPI703282 | A/Thailand/PY08064/2009,a/thailand/py08064/2009,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Khemnu,N.; Gaywee,J.; Bodhidatta,L.; Wacharapluesadee,S.; Sirisopana,N.; Swierczewski,B.E.; Mason,C.J.",,,,10/12/09
EPI_ISL_206636,EPI691462 | A/Tokushima/35-25/2011,a/tokushima/35-25/2011,A / H3N2,,Asia / Japan / Tokushima,Human,Initial import,Other Database Import,,"Chong,Y.; Ikematsu,H.",,,,12/28/11
EPI_ISL_205405,EPI684753 | A/Thailand/CU-B5021/2011,a/thailand/cu-b5021/2011,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Tewawong,N.; Prachayangprecha,S.; Thongmee,T.; Vichiwattana,P.; Theamboonlers,A.; Poovorawan,Y.",,,,7/28/11
EPI_ISL_205404,EPI684751 | A/Thailand/CU-B4836/2011,a/thailand/cu-b4836/2011,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Tewawong,N.; Prachayangprecha,S.; Thongmee,T.; Vichiwattana,P.; Theamboonlers,A.; Poovorawan,Y.",,,,7/9/11
EPI_ISL_205344,EPI684754 | A/Thailand/CU-B5105/2011,a/thailand/cu-b5105/2011,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Tewawong,N.; Prachayangprecha,S.; Thongmee,T.; Vichiwattana,P.; Theamboonlers,A.; Poovorawan,Y.",,,,8/3/11
EPI_ISL_189020,EPI619774 | A/Nicaragua/AGA2-32/2011,a/nicaragua/aga2-32/2011,A / H3N2,,North America / Nicaragua,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Puri,V.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; Gordon,A.",,,,10/12/11
EPI_ISL_187697,EPI609170 | A/Bangladesh/2425/2009,a/bangladesh/2425/2009,A / H3N2,,Asia / Bangladesh,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/6/09
EPI_ISL_187217,EPI608674 | A/Kanagawa/79/2010,a/kanagawa/79/2010,A / H3N2,,Asia / Japan / Kanagawa,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/17/10
EPI_ISL_187213,EPI608670 | A/Tianjin Hedong/112/2008,a/tianjin-hedong/112/2008,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/6/08
EPI_ISL_187212,EPI608669 | A/Vietnam/0941/2009,a/vietnam/0941/2009,A / H3N2,,Asia / Vietnam,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/25/09
EPI_ISL_187199,EPI608656 | A/Brazil/0791/2010,a/brazil/0791/2010,A / H3N2,,South America / Brazil,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/23/10
EPI_ISL_187174,EPI608631 | A/Victoria/206/2009,a/victoria/206/2009,A / H3N2,,Oceania / Australia / Victoria,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/2/09
EPI_ISL_186899,EPI608354 | A/Newcastle/4/2010,a/newcastle/4/2010,A / H3N2,,Oceania / Australia / New South Wales,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/25/10
EPI_ISL_186887,EPI608342 | A/Chongqing Wanzhou/182/2011,a/chongqing-wanzhou/182/2011,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/20/11
EPI_ISL_186725,EPI608180 | A/Fujian Longyan Xinluo/133/2010,a/fujian-longyan-xinluo/133/2010,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/12/10
EPI_ISL_186220,EPI607223 | A/England/691/2010,a/england/691/2010,A / H3N2,,Europe / United Kingdom,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/13/10
EPI_ISL_186195,EPI607198 | A/Cambodia/12/2009,a/cambodia/12/2009,A / H3N2,,Asia / Cambodia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/24/09
EPI_ISL_186085,EPI607088 | A/Port Moresby/13/2009,a/port-moresby/13/2009,A / H3N2,,Oceania / Papua New Guinea,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2009
EPI_ISL_186014,EPI607017 | A/Hong Kong/26554/2009,a/hong-kong/26554/2009,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/15/09
EPI_ISL_185958,EPI606961 | A/Hong Kong/3616/2010,a/hong-kong/3616/2010,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/27/10
EPI_ISL_185957,EPI606960 | A/Singapore/221/2008,a/singapore/221/2008,A / H3N2,,Asia / Singapore,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/19/08
EPI_ISL_185934,EPI606937 | A/Bangladesh/5014/2009,a/bangladesh/5014/2009,A / H3N2,,Asia / Bangladesh,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/17/09
EPI_ISL_185789,EPI606792 | A/Hong Kong/3716/2010,a/hong-kong/3716/2010,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/25/10
EPI_ISL_185679,EPI606682 | A/Shanghai Pudongxin/237/2008,a/shanghai-pudongxin/237/2008,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,3/12/08
EPI_ISL_185653,EPI606656 | A/Vietnam/936/2009,a/vietnam/936/2009,A / H3N2,,Asia / Vietnam,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/5/09
EPI_ISL_185652,EPI606655 | A/Brisbane/02/2008,a/brisbane/02/2008,A / H3N2,,Oceania / Australia / Queensland,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/15/08
EPI_ISL_185635,EPI606638 | A/Zrenjanin/580/2009,a/zrenjanin/580/2009,A / H3N2,,Europe / Serbia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/5/09
