Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_186776,EPI608231 | A/Thailand/947/2008,a/thailand/947/2008,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/3/08
EPI_ISL_186757,EPI608212 | A/Paris/1751/2009,a/paris/1751/2009,A / H3N2,,Europe / France,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2/2/09
EPI_ISL_186720,EPI608175 | A/Canberra/18/2009,a/canberra/18/2009,A / H3N2,,Oceania / Australia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/30/09
EPI_ISL_186503,EPI607507 | A/Bolivia/2948/2009,a/bolivia/2948/2009,A / H3N2,,"South America / Bolivia, Plurinationial State of",Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2009
EPI_ISL_186479,EPI607482 | A/Paris/288/2008,a/paris/288/2008,A / H3N2,,Europe / France,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/10/08
EPI_ISL_186446,EPI607449 | A/Hong Kong/3071/2010,a/hong-kong/3071/2010,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/17/10
EPI_ISL_186440,EPI607443 | A/Laos/854/2010,a/laos/854/2010,A / H3N2,,"Asia / Lao, People's Democratic Republic",Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/16/10
EPI_ISL_186433,EPI607436 | A/Italy/540/2010,a/italy/540/2010,A / H3N2,,Europe / Italy,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/18/10
EPI_ISL_186415,EPI607418 | A/Philippines/95/2009,a/philippines/95/2009,A / H3N2,,Asia / Philippines,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,6/9/09
EPI_ISL_186295,EPI607298 | A/Brazil/1619/2008,a/brazil/1619/2008,A / H3N2,,South America / Brazil,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,3/28/08
EPI_ISL_186260,EPI607263 | A/India/2751/2009,a/india/2751/2009,A / H3N2,,Asia / India,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/18/09
EPI_ISL_186224,EPI607227 | A/Firenze/24/2008,a/firenze/24/2008,A / H3N2,,Europe / Italy,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/22/08
EPI_ISL_186158,EPI607162 | A/Colombia/7158/2009,a/colombia/7158/2009,A / H3N2,,South America / Colombia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,7/26/09
EPI_ISL_186134,EPI607136 | A/Gangwon/2365/2010,a/gangwon/2365/2010,A / H3N2,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/4/10
EPI_ISL_186021,EPI607024 | A/Tianjin Hexi/1471/2009,a/tianjin-hexi/1471/2009,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/23/09
EPI_ISL_185989,EPI606992 | A/Vietnam/312/2009,a/vietnam/312/2009,A / H3N2,,Asia / Vietnam,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/5/09
EPI_ISL_185845,EPI606848 | A/Hong Kong/6882/2010,a/hong-kong/6882/2010,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/23/10
EPI_ISL_185791,EPI606794 | A/Thailand/911/2010,a/thailand/911/2010,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/7/10
EPI_ISL_185762,EPI606765 | A/Argentina/27724/2010,a/argentina/27724/2010,A / H3N2,,South America / Argentina,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/23/10
EPI_ISL_185735,EPI606738 | A/Texas/23/2010,a/texas/23/2010,A / H3N2,,North America / United States / Texas,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/7/10
EPI_ISL_185658,EPI606661 | A/Hong Kong/23/2008,a/hong-kong/23/2008,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/9/08
EPI_ISL_185628,EPI606631 | A/Switzerland/1409281/2008,a/switzerland/1409281/2008,A / H3N2,,Europe / Switzerland,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/31/08
EPI_ISL_185523,EPI606517 | A/England/652/2008,a/england/652/2008,A / H3N2,,Europe / United Kingdom,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/9/08
EPI_ISL_185520,EPI606514 | A/Perth/10/2010,a/perth/10/2010,A / H3N2,,Oceania / Australia / Western Australia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/25/10
EPI_ISL_185437,EPI606427 | A/Sydney/6/2008,a/sydney/6/2008,A / H3N2,,Oceania / Australia / New South Wales,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/22/08
EPI_ISL_185367,EPI606356 | A/Osaka/72/2010,a/osaka/72/2010,A / H3N2,,Asia / Japan / Osaka,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/18/10
EPI_ISL_185320,EPI606306 | A/Singapore/617/2010,a/singapore/617/2010,A / H3N2,,Asia / Singapore,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,7/5/10
EPI_ISL_185316,EPI606303 | A/Slovenia/60/2009,a/slovenia/60/2009,A / H3N2,,Europe / Slovenia,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/6/09
EPI_ISL_185244,EPI606231 | A/Luxembourg/1378/2008,a/luxembourg/1378/2008,A / H3N2,,Europe / Luxembourg,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,2008-12
EPI_ISL_185215,EPI606202 | A/Yamanashi/195/2010,a/yamanashi/195/2010,A / H3N2,,Asia / Japan / Yamanashi,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/23/10
EPI_ISL_185186,EPI606173 | A/Hong Kong/26237/2009,a/hong-kong/26237/2009,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,9/17/09
EPI_ISL_185120,EPI606107 | A/Townsville/122/2010,a/townsville/122/2010,A / H3N2,,Oceania / Australia / Queensland,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/19/10
EPI_ISL_185115,EPI606102 | A/Hong Kong/39/2008,a/hong-kong/39/2008,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,1/15/08
EPI_ISL_185102,EPI606089 | A/Thailand/0316/2009,a/thailand/0316/2009,A / H3N2,,Asia / Thailand,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/10/09
EPI_ISL_185096,EPI606083 | A/Indiana/07/2010,a/indiana/07/2010,A / H3N2,,North America / United States / Indiana,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/13/10
EPI_ISL_185088,EPI606075 | A/Hong Kong/3685/2010,a/hong-kong/3685/2010,A / H3N2,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,8/22/10
EPI_ISL_185086,EPI606073 | A/Singapore/22/2008,a/singapore/22/2008,A / H3N2,,Asia / Singapore,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,5/15/08
EPI_ISL_185080,EPI606067 | A/Stockholm/25/2008,a/stockholm/25/2008,A / H3N2,,Europe / Sweden,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/24/08
EPI_ISL_185051,EPI606038 | A/Beijing Huairou/1569/2010,a/beijing-huairou/1569/2010,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,10/3/10
EPI_ISL_184986,EPI605973 | A/Philippines/3803/2008,a/philippines/3803/2008,A / H3N2,,Asia / Philippines,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,11/26/08
EPI_ISL_184936,EPI605923 | A/Beijing Huairou/1891/2010,a/beijing-huairou/1891/2010,A / H3N2,,Asia / China,Human,Initial import,Other Database Import,,"Bedford,T.; Riley,S.; Barr,I.G.; Broor,S.; Chadha,M.; Cox,N.J.; Daniels,R.S.; Gunasekaran,C.P.; Hurt,A.C.; Kelso,A.; Klimov,A.; Lewis,N.S.; Li,X.; McCauley,J.W.; Odagiri,T.; Potdar,V.; Rambaut,A.; Shu,Y.; Skepner,E.; Smith,D.J.; Suchard,M.A.; Tashiro,M.; Wang,D.; Xu,X.; Lemey,P.; Russell,C.A.",,,,12/14/10
EPI_ISL_175436,EPI576282 | HA_10BBG1_T149,a/brandenburg/1/2010,A / H3N2,,Europe / Germany,Human,Marianne Wedde (Robert Koch Institute Nationales Referenzzentrum für Influenza / FG 17: Influenza und weitere Viren des Respirationstraktes),Robert Koch Institute Nationales Referenzzentrum für Influenza,,"Wedde, M.; Schweiger, B.",,,,10/26/10
EPI_ISL_175435,EPI576281 | HA_10RPF7_T618,a/rheinland-pfalz/7/2010,A / H3N2,,Europe / Germany,Human,Marianne Wedde (Robert Koch Institute Nationales Referenzzentrum für Influenza / FG 17: Influenza und weitere Viren des Respirationstraktes),Robert Koch Institute Nationales Referenzzentrum für Influenza,,"Wedde, M.; Schweiger, B.",,,,12/20/10
EPI_ISL_175348,EPI576194 | HA_09BBG40_T8010,a/brandenburg/40/2009,A / H3N2,,Europe / Germany,Human,Marianne Wedde (Robert Koch Institute Nationales Referenzzentrum für Influenza / FG 17: Influenza und weitere Viren des Respirationstraktes),Robert Koch Institute Nationales Referenzzentrum für Influenza,,"Wedde, M.; Schweiger, B.",,,,8/25/09
EPI_ISL_169264,EPI552727 | HA_2009RPF32_3367,a/rpf/32/2009,A / H3N2,,Europe / Germany / Rhineland-Palatinate,Human,Susanne Caroline Duwe (Robert Koch Institute Nationales Referenzzentrum für Influenza / FG 17: Influenza und weitere Viren des Respirationstraktes),Robert Koch Institute Nationales Referenzzentrum für Influenza,,"Duwe,Susanne; Schweiger,Brunhilde",,,,2/6/09
