Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_160959,EPI525594 | A/New York/1158/2008,a/new-york/1158/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,12/30/08
EPI_ISL_160924,EPI525342 | A/New York/1123/2008,a/new-york/1123/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,2/26/08
EPI_ISL_160922,EPI525326 | A/New York/1121/2008,a/new-york/1121/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,2/20/08
EPI_ISL_160921,EPI525318 | A/New York/1120/2008,a/new-york/1120/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,2/18/08
EPI_ISL_160909,EPI525229 | A/New York/1109/2008,a/new-york/1109/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,1/22/08
EPI_ISL_160861,EPI524887 | A/New York/1059/2007,a/new-york/1059/2007,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Halpin,R.A.; Lin,X.; Bera,J.; Akopov,A.; Ransier,A.; Mohan,M.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Appalla,L.; Bishop,B.; Edworthy,P.; Gupta,N.; Hoover,J.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Griesemer,S.B.; Bao,Y.; Sanders,R.; Zhdanov,S.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.; St. George,K.",,,,2/5/07
EPI_ISL_158112,EPI510988 | h1egypt6207Nha,a/egypt/62/2007,A / H1N1,seasonal,Africa / Egypt,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,VACSERA,,11/21/07
EPI_ISL_157818,EPI510049 | hong192400,a/hong-kong/1924/2000,A / H1N1,seasonal,Asia / Hong Kong (SAR),Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Government Virus Unit,,10/30/00
EPI_ISL_157798,EPI510029 | prague11401,a/prague/114/2001,A / H1N1,seasonal,Europe / Czech Republic,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Institute of Public Health,,2001-01
EPI_ISL_157795,EPI510026 | parma1001,a/parma/10/2001,A / H1N1,seasonal,Europe / Italy,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Istituto Superiore di Sanità ,,2001-01
EPI_ISL_157787,EPI510018 | lisb4401,a/lisbon/44/2001,A / H1N1,seasonal,Europe / Portugal,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Instituto Nacional de Saude  (INSA),,2/14/01
EPI_ISL_157742,EPI509927 | lyon154102D,a/lyon/1541/2002,A / H1N1,seasonal,Europe / France,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,CRR virus Influenza region Sud,,12/2/02
EPI_ISL_157735,EPI509920 | israel702J,a/israel/7/2002,A / H1N1,seasonal,Asia / Israel,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Central Virology Laboratory Israel (NIC),,1/2/02
EPI_ISL_157728,EPI509913 | finland13102F,a/finland/131/2002,A / H1N1,seasonal,Europe / Finland,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Institute for Health and Welfare,,2/11/02
EPI_ISL_157723,EPI509908 | slovakia25603F,a/slovakia/256/2003,A / H1N1,seasonal,Europe / Slovakia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Public Health Institute of Slovakia,,2/6/03
EPI_ISL_157459,EPI509401 | h1stpeter4106haD,a/st--petersburg/41/2006,A / H1N1,seasonal,Europe / Russian Federation,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Russian Academy of Medical Sciences,,12/19/06
EPI_ISL_157433,EPI509365 | h1hk144106U,a/hong-kong/1441/2006,A / H1N1,seasonal,Asia / Hong Kong (SAR),Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Government Virus Unit,,6/5/06
EPI_ISL_157431,EPI509362 | h1fukushima14106haJ,a/fukushima/141/2006,A / H1N1,seasonal,Asia / Japan,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Institute of Infectious Diseases (NIID),,1/17/06
EPI_ISL_157408,EPI509333 | h1valladolid4007F,a/valladolid/40/2007,A / H1N1,seasonal,Europe / Spain,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Universidad de Valladolid,,2/9/07
EPI_ISL_157400,EPI509319 | h1stockholm1807haD,a/stockholm/18/2007,A / H1N1,seasonal,Europe / Sweden,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Swedish National Institute for Communicable Disease Control,,12/11/07
EPI_ISL_157398,EPI509316 | h1saarland207F,a/saarland/2/2007,A / H1N1,seasonal,Europe / Germany,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Robert Koch Institute Nationales Referenzzentrum für Influenza,,2/8/07
EPI_ISL_157392,EPI509308 | h1paris16006D,a/paris/160/2007,A / H1N1,seasonal,Europe / France,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur,,11/30/06
EPI_ISL_157367,EPI509264 | h1england55707ha,a/england/557/2007,A / H1N1,seasonal,Europe / United Kingdom,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,"Microbiology Services Colindale, Public Health England",,1/1/07
EPI_ISL_157362,EPI509256 | h1bratislava4507cNha,a/bratislava/45/2007,A / H1N1,seasonal,Europe / Slovakia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Public Health Institute of Slovakia,,11/22/07
EPI_ISL_157360,EPI509252 | h1bratislava907Oha,a/bratislava/09/2007,A / H1N1,seasonal,Europe / Slovakia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,National Public Health Institute of Slovakia,,10/23/07
EPI_ISL_157278,EPI509043 | h1ghana11908,a/ghana/119/2008,A / H1N1,seasonal,Africa / Ghana,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Ghana,,2008
EPI_ISL_157277,EPI509041 | h1ghana10008,a/ghana/100/2008,A / H1N1,seasonal,Africa / Ghana,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Ghana,,2008
EPI_ISL_157271,EPI509029 | h1slovenia13108haJ,a/slovenia/131/2008,A / H1N1,seasonal,Europe / Slovenia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,"Laboratory for Virology, National Institute of Public Health",,1/10/08
EPI_ISL_157264,EPI509015 | h1norway508haJ,a/norway/5/2008,A / H1N1,seasonal,Europe / Norway,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Norwegian Institute of Public Health,,12/18/07
EPI_ISL_157223,EPI508934 | h1belgrade41608EhaJ,a/belgrade/416/2008,A / H1N1,seasonal,Europe / Serbia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institute of Immunology and Virology Torlak,,1/29/08
EPI_ISL_145698,EPI467481 | A/Singapore/115C/2007,a/singapore/115c/2007,A / H1N1,,Asia / Singapore,Human,Initial import,Other Database Import,,"Virk,R.K.; Tambyah,P.A.; Tan,B.H.",,,,5/25/07
EPI_ISL_140068,EPI444895 | A/Taiwan/49/2008,a/taiwan/49/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/14/08
EPI_ISL_140062,EPI444889 | A/Taiwan/512/2007,a/taiwan/512/2007,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,5/15/07
EPI_ISL_140033,EPI444860 | A/Taiwan/255/2006,a/taiwan/255/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,3/15/06
EPI_ISL_140026,EPI444854 | A/Taiwan/137/2006,a/taiwan/137/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/25/06
EPI_ISL_140025,EPI444853 | A/Taiwan/136/2006,a/taiwan/136/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/24/06
EPI_ISL_140012,EPI444840 | A/Taiwan/50/2006,a/taiwan/50/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/6/06
EPI_ISL_139999,EPI444827 | A/Taiwan/256/2006,a/taiwan/256/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,3/18/06
EPI_ISL_135986,EPI424134 | A/Cameroon/08-44/2008,a/cameroon/08-44/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,3/26/08
EPI_ISL_128493,EPI393900 | A/Chile/8885/2001,a/chile/8885/2001,A / H1N1,,South America / Chile,Human,Initial import,Other Database Import,,"Schmidt,A.G.; Xu,H.; Khan,A.; O&apos;Donnell,T.; Khurana,S.; King,L.R.; Manischewitz,J.; Golding,H.; Settembre,E.; Dormitzer,P.R.; Carfi,A.; Suphaphiphat,P.; Kepler,T.B.; Zhang,R.; Moody,M.A.; Haynes,B.F.; Liao,H.X.; Shaw,D.E.; Harrison,S.C.",,,,2001
EPI_ISL_128425,EPI393806 | A/Gyeonggi/27/2008,a/gyeonggi/27/2008,A / H1N1,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Cho,H.-G.; Choi,J.-H.; Kim,W.-H.; Hong,H.-K.; Yoon,M.-H.; Jho,E.-H.; Kang,C.; Lim,Y.-H.",,,,1/2/08
EPI_ISL_128414,EPI393795 | A/Gyeonggi/66/2006,a/gyeonggi/66/2006,A / H1N1,,"Asia / Korea, Republic of",Human,Initial import,Other Database Import,,"Cho,H.-G.; Choi,J.-H.; Kim,W.-H.; Hong,H.-K.; Yoon,M.-H.; Jho,E.-H.; Kang,C.; Lim,Y.-H.",,,,1/30/06
EPI_ISL_123192,EPI381814 | A/Canada/591/2004,a/canada/591/2004,A / H1N1,,North America / Canada,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Bishop,B.; Edworthy,P.; Gupta,N.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Nabel,G.; Khurana,S.; Lugovtsev,V.; Weir,J.; Golding,H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,2004
EPI_ISL_123183,EPI381742 | A/Fujian/156/2000,a/fujian/156/2000,A / H1N1,,Asia / China,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Tsitrin,T.; Stockwell,T.; Amedeo,P.; Bishop,B.; Edworthy,P.; Gupta,N.; Katzel,D.; Li,K.; Schobel,S.; Shrivastava,S.; Thovarai,V.; Wang,S.; Nabel,G.; Khurana,S.; Lugovtsev,V.; Weir,J.; Golding,H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,2000
EPI_ISL_121168,EPI375408 | A/India/C064167/2005,a/india/c064167/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,11/23/05
EPI_ISL_121127,EPI375367 | A/India/D0612413/2005,a/india/d0612413/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,8/12/05
EPI_ISL_121126,EPI375366 | A/India/D0512589/2005,a/india/d0512589/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,8/11/05
EPI_ISL_121125,EPI375365 | A/India/D0512583/2005,a/india/d0512583/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,3/16/05
EPI_ISL_120596,EPI374759 | A/India/P055182/2005,a/india/p055182/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,7/19/05
EPI_ISL_120564,EPI374727 | A/India/D0512588/2005,a/india/d0512588/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,8/9/05
EPI_ISL_120544,EPI374707 | A/India/C0511141/2005,a/india/c0511141/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/17/05
EPI_ISL_120433,EPI373871 | A/Malaysia/35405/2006,a/malaysia/35405/2006,A / H1N1,,Asia / Malaysia,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Chan,Y.F.; Sam,I.C.; AbuBakar,S.; Chang,L.Y.; Nor&apos;e,S.S.; Jafar,F.L.; Hassan,A.; Ahmad-Nasrah,S.N.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,10/5/06
EPI_ISL_116061,EPI367435 | A/HaNoi/TX233/2008,a/hanoi/tx233/2008,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,7/16/08
EPI_ISL_106675,EPI357359 | A/DaNang/DN238/2008,a/danang/dn238/2008,A / H1N1,,Asia / Vietnam / Tinh Da Nang,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,7/2/08
EPI_ISL_106638,EPI357240 | A/HaNoi/Q177/2006,a/hanoi/q177/2006,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,3/15/06
EPI_ISL_106598,EPI357200 | A/HaNoi/HN777/2003,a/hanoi/hn777/2003,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,9/22/03
EPI_ISL_100363,EPI347399 | hk43702M,a/hong-kong/437/2002,A / H1N1,seasonal,Asia / Hong Kong (SAR),Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Government Virus Unit,,3/11/02
EPI_ISL_100341,EPI347377 | dakar1203U,a/dakar/12/2003,A / H1N1,seasonal,Africa / Senegal,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur de Dakar  ,,6/5/99
EPI_ISL_96137,EPI336059 | A/Mexico/UASLP-009/2008,a/mexico/uaslp-009/2008,A / H1N1,,North America / Mexico,Human,Initial import,Other Database Import,,"Contreras-Trevino,H.I.; Noyola,D.E.; Garcia-Sepulveda,C.A.",,,,12/10/08
EPI_ISL_95933,EPI335454 | A/New York/08-1253/2008,a/new-york/08-1253/2008,A / H1N1,,North America / United States,Human,Initial import,Other Database Import,,"Bouvier,N.M.",,,,2/5/08
EPI_ISL_93593,EPI325381 | A/Taiwan/2832/2008,a/taiwan/2832/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Yang,J.-R.; Wu,H.-S.; Liu,M.-T.",,,,10/6/08
EPI_ISL_93578,EPI325388 | A/Taiwan/8949/2008,a/taiwan/8949/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Yang,J.-R.; Wu,H.-S.; Liu,M.-T.",,,,12/11/08
EPI_ISL_93577,EPI325385 | A/Taiwan/5858/2008,a/taiwan/5858/2008,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Yang,J.-R.; Wu,H.-S.; Liu,M.-T.",,,,12/8/08
EPI_ISL_89233,EPI314477 | A/Corsica/34/2008,a/corsica/34/2008,A / H1N1,,Europe / France,Human,Initial import,Other Database Import,,"Falchi,A.; Amoros,J.P.; Arena,C.; Varesi,L.",,,,2/4/08
EPI_ISL_88976,EPI313203 | A/Hong Kong/01045/2008,a/hong-kong/01045/2008,A / H1N1,,Asia / Hong Kong (SAR),Human,Initial import,Other Database Import,,"Wu,W.L.; Lau,S.Y.; Wang,G.; Chen,Y.; Song,W.; Wang,P.; Mok,B.W.Y.; Tai,H.; Wen,X.; Guan,Y.; Lin,T.; Yuen,K.Y.; Chen,H.",,,,2008
EPI_ISL_84454,EPI296287 | A/Netherlands/26/2007,a/netherlands/26/2007,A / H1N1,,Europe / Netherlands,Human,Initial import,Other Database Import,,"Schrauwen,E.J.A.; Herfst,S.; Chutinimitkul,S.; Bestebroer,T.M.; Rimmelzwaan,G.F.; Osterhaus,A.D.M.E.; Kuiken,T.; Fouchier,R.A.M.",,,,2/12/07
EPI_ISL_78569,EPI276742 | A/Peru/WRAIR1376P/2007,a/peru/wrair1376p/2007,A / H1N1,seasonal,South America / Peru,Human,Initial import,Other Database Import,,"Houng,H.-S.; Zhou,Y.; Lyons,A.; Kochel,T.J.; Kuschner,R.A.",,,,2007
EPI_ISL_78563,EPI276694 | A/Peru/WRAIR1296P/2007,a/peru/wrair1296p/2007,A / H1N1,seasonal,South America / Peru,Human,Initial import,Other Database Import,,"Houng,H.-S.; Zhou,Y.; Lyons,A.; Kochel,T.J.; Kuschner,R.A.",,,,2007
EPI_ISL_76571,EPI269789 | A/Shanghai/N30/2008,a/shanghai/n30/2008,A / H1N1,seasonal,Asia / China / Shanghai Municipality,Human,Initial import,Other Database Import,,"Wang,W.; Sheng,J.; Ren,P.; Zhang,J.; Lin,X.; Hou,L.; Deubel,V.",,,,8/14/08
EPI_ISL_75663,EPI262970 | A/Guangdong/474/2008,a/guangdong/474/2008,A / H1N1,seasonal,Asia / China / Guangdong Province,Human,Initial import,Other Database Import,,"Zhou,J.",,,,2008-08
EPI_ISL_75648,EPI262925 | A/Guangdong/341/2008,a/guangdong/341/2008,A / H1N1,seasonal,Asia / China / Guangdong Province,Human,Initial import,Other Database Import,,"Zhou,J.",,,,2008-07
EPI_ISL_75629,EPI262868 | A/Guangdong/213/2008,a/guangdong/213/2008,A / H1N1,seasonal,Asia / China / Guangdong Province,Human,Initial import,Other Database Import,,"Zhou,J.",,,,2008-06
