Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Lineage,Location,Host,Isolate_Submitter,Submitting_Lab,Submitting_Sample_Id,Authors,Publication,Originating_Lab,Originating_Sample_Id,Collection_Date
EPI_ISL_157731,EPI509916 | eire328802M,a/ireland/3288/2002,A / H1N1,seasonal,Europe / Ireland,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,UCD National Virus Reference Laboratory,,2002-03
EPI_ISL_157709,EPI509894 | iceland12403D,a/iceland/124/2003,A / H1N1,seasonal,Europe / Iceland,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,University of Iceland,,12/9/03
EPI_ISL_157587,EPI509664 | nether13404D,a/netherlands/134/2004,A / H1N1,seasonal,Europe / Netherlands,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Erasmus Medical Center,,2004-12
EPI_ISL_157566,EPI509633 | h1paris169005F,a/paris/1690/2005,A / H1N1,seasonal,Europe / France,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Institut Pasteur,,2005-06
EPI_ISL_157444,EPI509380 | h1lisbon2306F,a/lisbon/23/2006,A / H1N1,seasonal,Europe / Portugal,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Instituto Nacional de Saude  (INSA),,2/16/06
EPI_ISL_157441,EPI509375 | h1israel3206M,a/israel/32/2006,A / H1N1,seasonal,Asia / Israel,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Central Virology Laboratory Israel (NIC),,3/11/06
EPI_ISL_157436,EPI509368 | h1hongkong265206haL,a/hong-kong/2652/2006,A / H1N1,seasonal,Asia / Hong Kong (SAR),Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Government Virus Unit,,7/17/06
EPI_ISL_157388,EPI509300 | h1novgorod307Y,a/north-novgorod/3/2007,A / H1N1,seasonal,Europe / Russian Federation,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Russian Academy of Medical Sciences,,5/21/07
EPI_ISL_157356,EPI509246 | h1barcelona20207haJ,a/barcelona/202/2007,A / H1N1,seasonal,Europe / Spain,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Hospital Clínic de Barcelona,,1/18/07
EPI_ISL_157275,EPI509037 | h1zagreb198208haJ,a/zagreb/1982/2008,A / H1N1,seasonal,Europe / Croatia,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Croatian Institute of Public Health ,,1/1/08
EPI_ISL_157268,EPI509023 | h1parma608J,a/parma/6/2008,A / H1N1,seasonal,Europe / Italy,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Istituto Superiore di Sanità ,,1/19/08
EPI_ISL_157229,EPI508946 | h1bucuresti28808haJ,a/bucuresti/288/2008,A / H1N1,seasonal,Europe / Romania,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,Cantacuzino Institute,,1/24/08
EPI_ISL_140059,EPI444886 | A/Taiwan/307/2007,a/taiwan/307/2007,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/18/07
EPI_ISL_140051,EPI444878 | A/Taiwan/217/2007,a/taiwan/217/2007,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/12/07
EPI_ISL_140049,EPI444876 | A/Taiwan/159/2006,a/taiwan/159/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,2/27/06
EPI_ISL_140044,EPI444871 | A/Taiwan/529/2006,a/taiwan/529/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,5/5/06
EPI_ISL_140031,EPI444858 | A/Taiwan/249/2006,a/taiwan/249/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,3/23/06
EPI_ISL_140005,EPI444833 | A/Taiwan/26/2006,a/taiwan/26/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,1/24/06
EPI_ISL_140003,EPI444831 | A/Taiwan/19/2006,a/taiwan/19/2006,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,1/17/06
EPI_ISL_139977,EPI444807 | A/Taiwan/512/1999,a/taiwan/512/1999,A / H1N1,,Asia / Taiwan,Human,Initial import,Other Database Import,,"Lin,J.H.; Chiu,S.C.; Lin,Y.C.; Cheng,J.C.; Wu,H.S.; Salemi,M.; Liu,H.F.; Lin,J.-H.; Chiu,S.-C.; Lin,Y.-C.; Cheng,J.-C.; Wu,H.-S.; Liu,H.-F.",,,,10/28/99
EPI_ISL_135987,EPI424135 | A/Cameroon/08-73/2008,a/cameroon/08-73/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,5/16/08
EPI_ISL_135974,EPI424122 | A/Cameroon/08-21/2008,a/cameroon/08-21/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,2/7/08
EPI_ISL_135972,EPI424120 | A/Cameroon/08-200/2008,a/cameroon/08-200/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,11/21/08
EPI_ISL_135969,EPI424117 | A/Cameroon/08-179/2008,a/cameroon/08-179/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,11/6/08
EPI_ISL_135968,EPI424116 | A/Cameroon/08-176/2008,a/cameroon/08-176/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,11/5/08
EPI_ISL_135964,EPI424112 | A/Cameroon/08-124/2008,a/cameroon/08-124/2008,A / H1N1,,Africa / Cameroon,Human,Initial import,Other Database Import,,"Laban,Y.E.; Caro,V.; Cappy,P.; Bouloumegue,L.S.; Njankouo,R.M.; Van Der Werf,S.; Victoir,K.; Rousset,D.; Njouom,R.",,,,8/28/08
EPI_ISL_128492,EPI393899 | A/Bangkok/163/2000,a/bangkok/163/2000,A / H1N1,,Asia / Thailand / Bangkok,Human,Initial import,Other Database Import,,"Schmidt,A.G.; Xu,H.; Khan,A.; O&apos;Donnell,T.; Khurana,S.; King,L.R.; Manischewitz,J.; Golding,H.; Settembre,E.; Dormitzer,P.R.; Carfi,A.; Suphaphiphat,P.; Kepler,T.B.; Zhang,R.; Moody,M.A.; Haynes,B.F.; Liao,H.X.; Shaw,D.E.; Harrison,S.C.",,,,2000
EPI_ISL_121174,EPI375414 | A/India/C091328/2008,a/india/c091328/2008,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,12/10/08
EPI_ISL_121172,EPI375412 | A/India/C0817311/2008,a/india/c0817311/2008,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,12/1/08
EPI_ISL_121166,EPI375406 | A/India/C064161/2005,a/india/c064161/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,11/14/05
EPI_ISL_121165,EPI375405 | A/India/C0634981/2006,a/india/c0634981/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,11/2/06
EPI_ISL_121163,EPI375403 | A/India/C0634975/2006,a/india/c0634975/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/17/06
EPI_ISL_121158,EPI375398 | A/India/C0511147/2005,a/india/c0511147/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/31/05
EPI_ISL_121148,EPI375388 | A/India/K072137/2006,a/india/k072137/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Chwala,M.",,,,7/5/06
EPI_ISL_121131,EPI375371 | A/India/D0635432/2006,a/india/d0635432/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,8/25/06
EPI_ISL_121113,EPI375353 | A/India/P076124/2007,a/india/p076124/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,6/15/07
EPI_ISL_121110,EPI375350 | A/India/P075520/2007,a/india/p075520/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,5/18/07
EPI_ISL_121104,EPI375344 | A/India/P055194/2005,a/india/p055194/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,7/19/05
EPI_ISL_120604,EPI374767 | A/India/P076068/2007,a/india/p076068/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,6/11/07
EPI_ISL_120602,EPI374765 | A/India/P073593/2007,a/india/p073593/2007,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,3/30/07
EPI_ISL_120567,EPI374730 | A/India/D0635417/2005,a/india/d0635417/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,12/7/05
EPI_ISL_120565,EPI374728 | A/India/D0512590/2005,a/india/d0512590/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.",,,,8/18/05
EPI_ISL_120558,EPI374721 | A/India/C0817267/2008,a/india/c0817267/2008,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/3/08
EPI_ISL_120551,EPI374714 | A/India/C0634978/2006,a/india/c0634978/2006,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/23/06
EPI_ISL_120545,EPI374708 | A/India/C0511144/2005,a/india/c0511144/2005,A / H1N1,,Asia / India,Human,Initial import,Other Database Import,,"Chadha,M.S.; Broor,S.; Gunasekaran,P.; Potdar,V.A.; Krishnan,A.; Chawla-Sarkar,M.; Biswas,D.; Abraham,A.M.; Jalgaonkar,S.V.; Kaur,H.; Klimov,A.; Lal,R.B.; Moen,A.; Kant,L.; Mishra,A.C.; Tikhe,S.A.; Gunashekaran,P.",,,,10/24/05
EPI_ISL_120442,EPI373943 | A/Malaysia/1882831/2007,a/malaysia/1882831/2007,A / H1N1,,Asia / Malaysia,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Chan,Y.F.; Sam,I.C.; AbuBakar,S.; Chang,L.Y.; Nor&apos;e,S.S.; Jafar,F.L.; Hassan,A.; Ahmad-Nasrah,S.N.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,10/30/07
EPI_ISL_120435,EPI373887 | A/Malaysia/1706215/2007,a/malaysia/1706215/2007,A / H1N1,,Asia / Malaysia,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Chan,Y.F.; Sam,I.C.; AbuBakar,S.; Chang,L.Y.; Nor&apos;e,S.S.; Jafar,F.L.; Hassan,A.; Ahmad-Nasrah,S.N.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,1/5/07
EPI_ISL_120425,EPI373807 | A/Malaysia/25862/2003,a/malaysia/25862/2003,A / H1N1,,Asia / Malaysia,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Chan,Y.F.; Sam,I.C.; AbuBakar,S.; Chang,L.Y.; Nor&apos;e,S.S.; Jafar,F.L.; Hassan,A.; Ahmad-Nasrah,S.N.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,9/24/03
EPI_ISL_120424,EPI373799 | A/Malaysia/25750/2003,a/malaysia/25750/2003,A / H1N1,,Asia / Malaysia,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Chan,Y.F.; Sam,I.C.; AbuBakar,S.; Chang,L.Y.; Nor&apos;e,S.S.; Jafar,F.L.; Hassan,A.; Ahmad-Nasrah,S.N.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,9/9/03
EPI_ISL_116011,EPI367416 | A/HaNoi/TX200/2008,a/hanoi/tx200/2008,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,6/27/08
EPI_ISL_116002,EPI367347 | A/Hue/H435/2008,a/hue/h435/2008,A / H1N1,,Asia / Vietnam / Tinh Thua Thien-Hue,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,11/20/08
EPI_ISL_115858,EPI367323 | A/Hue/H418/2008,a/hue/h418/2008,A / H1N1,,Asia / Vietnam / Tinh Thua Thien-Hue,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,11/11/08
EPI_ISL_106752,EPI357442 | A/Hue/H259/2008,a/hue/h259/2008,A / H1N1,,Asia / Vietnam / Tinh Thua Thien-Hue,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,7/15/08
EPI_ISL_106691,EPI357367 | A/DaNang/DN329/2008,a/danang/dn329/2008,A / H1N1,,Asia / Vietnam / Tinh Da Nang,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,9/5/08
EPI_ISL_106671,EPI357351 | A/HaNoi/BT241/2008,a/hanoi/bt241/2008,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,7/29/08
EPI_ISL_106518,EPI357142 | A/HaNoi/BM910/2003,a/hanoi/bm910/2003,A / H1N1,,Asia / Vietnam / Thu Do Ha Noi,Human,Initial import,Other Database Import,,"Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Mai,L.T.Q.; Hien,N.T.; Ha,N.K.; Cuong,V.D.; Duc,D.T.; Phuong,H.V.M.; Hang,N.L.K.; Thanh,L.T.; Thach,N.C.; Huong,T.T.; Hien,P.T.; Giang,N.H.; Bao,Y.; Sanders,R.; Dernovoy,D.; Kiryutin,B.; Lipman,D.J.; Tatusova,T.",,,,10/27/03
EPI_ISL_106505,EPI357133 | A/Egypt/10/2007,a/egypt/10/2007,A / H1N1,seasonal,Africa / Egypt,Human,Vicki Gregory (National Institute for Medical Research),National Institute for Medical Research,,,,VACSERA,,10/31/07
